name,state,acronym,short_name
Empire Beauty School-Manhattan,NY,EBSM,EBSM
Russell Sage College,NY,RSC,RSC
St Bernard's School of Theology and Ministry,NY,SBSTM,SBSTM
St Bonaventure University,NY,SBU,SBU
St. Francis College,NY,SFC,SFC
St. Joseph's College of Nursing,NY,SJCN,SJCN
St Lawrence University,NY,SLU,SLU
St. Thomas Aquinas College,NY,STAC,STAC
Samaritan Hospital School of Nursing,NY,SHSN,SHSN
Sarah Lawrence College,NY,SLC,SLC
Schenectady County Community College,NY,SCCC,SCCC
Sh'or Yoshuv Rabbinical College,NY,SYRC,SYRC
Siena University,NY,SU,SU
Skidmore College,NY,SC,SC
St. Joseph's University-New York,NY,SJUNY,SJUNY
Saint Vladimirs Orthodox Theological Seminary,NY,SVOTS,SVOTS
Saint Elizabeth College of Nursing,NY,SECN,SECN
St. John Fisher University,NY,SJFU,SJFU
St Paul's School of Nursing-Staten Island,NY,SPSNSI,SPSNSI
St. John's University-New York,NY,SJUNY,SJUNY
Sullivan County Community College,NY,SCCC,SCCC
SUNY College of Technology at Alfred,NY,SCTA,SCTA
SUNY College of Technology at Canton,NY,SCTC,SCTC
SUNY College of Technology at Delhi,NY,SCTD,SCTD
SUNY College of Agriculture and Technology at Cobleskill,NY,SCATC,SCATC
Farmingdale State College,NY,FSC,FSC
SUNY Morrisville,NY,SM,SM
University at Albany,NY,UA,UA
Binghamton University,NY,BU,BU
University at Buffalo,NY,UB,UB
Stony Brook University,NY,SBU,SBU
SUNY College of Environmental Science and Forestry,NY,SCESF,SCESF
SUNY Polytechnic Institute,NY,SPI,SPI
SUNY Brockport,NY,SB,SB
SUNY Buffalo State University,NY,SBSU,SBSU
State University of New York at Cortland,NY,SUNYC,SUNYC
SUNY at Fredonia,NY,SF,SF
SUNY College at Geneseo,NY,SCG,SCG
State University of New York at New Paltz,NY,SUNYNP,SUNYNP
SUNY Oneonta,NY,SO,SO
State University of New York at Oswego,NY,SUNYO,SUNYO
SUNY College at Potsdam,NY,SCP,SCP
SUNY at Purchase College,NY,SPC,SPC
SUNY College of Optometry,NY,SCO,SCO
SUNY Old Westbury,NY,SOW,SOW
State University of New York at Plattsburgh,NY,SUNYP,SUNYP
SUNY Downstate Health Sciences University,NY,SDHSU,SDHSU
Empire State University,NY,ESU,ESU
SUNY Maritime College,NY,SMC,SMC
Upstate Medical University,NY,UMU,UMU
Swedish Institute a College of Health Sciences,NY,SICHS,SICHS
Syracuse University,NY,SU,SU
Talmudical Seminary Oholei Torah,NY,TSOT,TSOT
Talmudical Institute of Upstate New York,NY,TIUNY,TIUNY
Teachers College at Columbia University,NY,TCCU,TCCU
Tompkins Cortland Community College,NY,TCCC,TCCC
Torah Temimah Talmudical Seminary,NY,TTTS,TTTS
Touro University,NY,TU,TU
Trocaire College,NY,TC,TC
Excelsior University,NY,EU,EU
Ulster County Community College,NY,UCCC,UCCC
Union College,NY,UC,UC
Union Theological Seminary,NY,UTS,UTS
United Talmudical Seminary,NY,UTS,UTS
United States Merchant Marine Academy,NY,USMMA,USMMA
United States Military Academy,NY,USMA,USMA
Utica University,NY,UU,UU
Vassar College,NY,VC,VC
Villa Maria College,NY,VMC,VMC
School of Visual Arts,NY,SVA,SVA
Wagner College,NY,WC,WC
Webb Institute,NY,WI,WI
The College of Westchester,NY,CW,CW
SUNY Westchester Community College,NY,SWCC,SWCC
Westchester School of Beauty Culture,NY,WSBC,WSBC
Word of Life Bible Institute,NY,WLBI,WLBI
Yeshiva Karlin Stolin,NY,YKS,YKS
Yeshiva Derech Chaim,NY,YDC,YDC
Yeshiva of Nitra Rabbinical College,NY,YNRC,YNRC
Yeshivath Shaar Hatorah,NY,YSH,YSH
Yeshiva University,NY,YU,YU
Yeshivath Viznitz,NY,YV,YV
Yeshivath Zichron Moshe,NY,YZM,YZM
College of the Albemarle,NC,CA,CA
South Piedmont Community College,NC,SPCC,SPCC
Appalachian State University,NC,ASU,ASU
Asheville-Buncombe Technical Community College,NC,ABTCC,ABTCC
Barton College,NC,BC,BC
Beaufort County Community College,NC,BCCC,BCCC
Belmont Abbey College,NC,BAC,BAC
Bennett College,NC,BC,BC
Bladen Community College,NC,BCC,BCC
Blue Ridge Community College,NC,BRCC,BRCC
Brevard College,NC,BC,BC
Brunswick Community College,NC,BCC,BCC
Cabarrus College of Health Sciences,NC,CCHS,CCHS
Caldwell Community College and Technical Institute,NC,CCCTI,CCCTI
Campbell University,NC,CU,CU
Cape Fear Community College,NC,CFCC,CFCC
Carteret Community College,NC,CCC,CCC
Catawba College,NC,CC,CC
Catawba Valley Community College,NC,CVCC,CVCC
Central Carolina Community College,NC,CCCC,CCCC
Central Piedmont Community College,NC,CPCC,CPCC
Chowan University,NC,CU,CU
Cleveland Community College,NC,CCC,CCC
Coastal Carolina Community College,NC,CCCC,CCCC
Craven Community College,NC,CCC,CCC
Davidson-Davie Community College,NC,DDCC,DDCC
Davidson College,NC,DC,DC
Duke University,NC,DU,DU
Durham Technical Community College,NC,DTCC,DTCC
East Carolina University,NC,ECU,ECU
Edgecombe Community College,NC,ECC,ECC
Elizabeth City State University,NC,ECSU,ECSU
Elon University,NC,EU,EU
Fayetteville Technical Community College,NC,FTCC,FTCC
Fayetteville State University,NC,FSU,FSU
Forsyth Technical Community College,NC,FTCC,FTCC
Gardner-Webb University,NC,GWU,GWU
Gaston College,NC,GC,GC
Greensboro College,NC,GC,GC
Guilford College,NC,GC,GC
Guilford Technical Community College,NC,GTCC,GTCC
Halifax Community College,NC,HCC,HCC
Haywood Community College,NC,HCC,HCC
Heritage Bible College,NC,HBC,HBC
High Point University,NC,HPU,HPU
Isothermal Community College,NC,ICC,ICC
James Sprunt Community College,NC,JSCC,JSCC
Johnson C Smith University,NC,JCSU,JCSU
Johnston Community College,NC,JCC,JCC
Lees-McRae College,NC,LMC,LMC
Lenoir Community College,NC,LCC,LCC
Lenoir-Rhyne University,NC,LRU,LRU
Leons Beauty School Inc,NC,LBSI,LBSI
Livingstone College,NC,LC,LC
Louisburg College,NC,LC,LC
Mars Hill University,NC,MHU,MHU
Martin Community College,NC,MCC,MCC
Mayland Community College,NC,MCC,MCC
McDowell Technical Community College,NC,MTCC,MTCC
Meredith College,NC,MC,MC
Methodist University,NC,MU,MU
Mitchell Community College,NC,MCC,MCC
Montgomery Community College,NC,MCC,MCC
Montreat College,NC,MC,MC
University of Mount Olive,NC,UMO,UMO
College of Wilmington,NC,CW,CW
Nash Community College,NC,NCC,NCC
North Carolina A & T State University,NC,NCTSU,NCTSU
University of North Carolina Asheville,NC,UNCA,UNCA
University of North Carolina at Chapel Hill,NC,UNCCH,UNCCH
University of North Carolina at Charlotte,NC,UNCC,UNCC
University of North Carolina at Greensboro,NC,UNCG,UNCG
North Carolina Central University,NC,NCCU,NCCU
University of North Carolina School of the Arts,NC,UNCSA,UNCSA
North Carolina State University at Raleigh,NC,NCSUR,NCSUR
North Carolina Wesleyan University,NC,NCWU,NCWU
University of North Carolina Wilmington,NC,UNCW,UNCW
Pamlico Community College,NC,PCC,PCC
William Peace University,NC,WPU,WPU
University of North Carolina at Pembroke,NC,UNCP,UNCP
Pfeiffer University,NC,PU,PU
Piedmont Community College,NC,PCC,PCC
Pitt Community College,NC,PCC,PCC
Queens University of Charlotte,NC,QUC,QUC
Randolph Community College,NC,RCC,RCC
Richmond Community College,NC,RCC,RCC
Mid-Atlantic Christian University,NC,MACU,MACU
Roanoke-Chowan Community College,NC,RCCC,RCCC
Robeson Community College,NC,RCC,RCC
Rockingham Community College,NC,RCC,RCC
Rowan-Cabarrus Community College,NC,RCCC,RCCC
Saint Augustine's University,NC,SAU,SAU
Salem College,NC,SC,SC
Sampson Community College,NC,SCC,SCC
Sandhills Community College,NC,SCC,SCC
Shaw University,NC,SU,SU
Paul Mitchell the School-Fayetteville,NC,PMSF,PMSF
Stanly Community College,NC,SCC,SCC
Southeastern Baptist Theological Seminary,NC,SBTS,SBTS
Surry Community College,NC,SCC,SCC
Alamance Community College,NC,ACC,ACC
Tri-County Community College,NC,TCCC,TCCC
Vance-Granville Community College,NC,VGCC,VGCC
Wake Forest University,NC,WFU,WFU
Wake Technical Community College,NC,WTCC,WTCC
Warren Wilson College,NC,WWC,WWC
Watts College of Nursing,NC,WCN,WCN
Wayne Community College,NC,WCC,WCC
Western Piedmont Community College,NC,WPCC,WPCC
Wilkes Community College,NC,WCC,WCC
Wilson Community College,NC,WCC,WCC
Wingate University,NC,WU,WU
Carolina Christian College,NC,CCC,CCC
Winston Salem Barber School,NC,WSBS,WSBS
Winston-Salem State University,NC,WSSU,WSSU
Western Carolina University,NC,WCU,WCU
Rasmussen University-North Dakota,ND,RUND,RUND
Bismarck State College,ND,BSC,BSC
Dickinson State University,ND,DSU,DSU
Nueta Hidatsa Sahnish College,ND,NHSC,NHSC
Josef's School of Hair Skin & Body-Grand Forks,ND,JSHSBGF,JSHSBGF
University of Jamestown,ND,UJ,UJ
Lake Region State College,ND,LRSC,LRSC
Cankdeska Cikana Community College,ND,CCCC,CCCC
University of Mary,ND,UM,UM
Mayville State University,ND,MSU,MSU
Minot State University,ND,MSU,MSU
University of North Dakota,ND,UND,UND
North Dakota State College of Science,ND,NDSCS,NDSCS
Dakota College at Bottineau,ND,DCB,DCB
North Dakota State University-Main Campus,ND,NDSUMC,NDSUMC
Williston State College,ND,WSC,WSC
Sitting Bull College,ND,SBC,SBC
Trinity Bible College and Graduate School,ND,TBCGS,TBCGS
Turtle Mountain College,ND,TMC,TMC
United Tribes Technical College,ND,UTTC,UTTC
Valley City State University,ND,VCSU,VCSU
ETI Technical College of Niles,OH,ETCN,ETCN
Air Force Institute of Technology-Graduate School of Engineering & Management,OH,AFITGSEM,AFITGSEM
Herzing University-Akron,OH,HUA,HUA
University of Akron Main Campus,OH,UAMC,UAMC
University of Akron Wayne College,OH,UAWC,UAWC
Allegheny Wesleyan College,OH,AWC,AWC
Apollo Career Center,OH,ACC,ACC
Art Academy of Cincinnati,OH,AAC,AAC
Ashland County-West Holmes Career Center,OH,ACWHCC,ACWHCC
Ashland University,OH,AU,AU
Ashtabula County Technical and Career Campus,OH,ACTCC,ACTCC
Athenaeum of Ohio,OH,AO,AO
Auburn Career Center,OH,ACC,ACC
Aultman College of Nursing and Health Sciences,OH,ACNHS,ACNHS
Baldwin Wallace University,OH,BWU,BWU
Belmont College,OH,BC,BC
Bluffton University,OH,BU,BU
Bowling Green State University-Firelands,OH,BGSUF,BGSUF
Bowling Green State University-Main Campus,OH,BGSUMC,BGSUMC
Bryant & Stratton College-Parma,OH,BSCP,BSCP
Buckeye Hills Career Center,OH,BHCC,BHCC
Butler Technology and Career Development Schools,OH,BTCDS,BTCDS
Canton City Schools Adult Career and Technical Education,OH,CCSACTE,CCSACTE
Capital University,OH,CU,CU
Case Western Reserve University,OH,CWRU,CWRU
Cedarville University,OH,CU,CU
Central Ohio Technical College,OH,COTC,COTC
Central School of Practical Nursing,OH,CSPN,CSPN
Central State University,OH,CSU,CSU
Choffin Career  and Technical Center,OH,CCTC,CCTC
The Christ College of Nursing and Health Sciences,OH,CCNHS,CCNHS
Cincinnati College of Mortuary Science,OH,CCMS,CCMS
University of Cincinnati-Main Campus,OH,UCMC,UCMC
Cincinnati State Technical and Community College,OH,CSTCC,CSTCC
University of Cincinnati-Clermont College,OH,UCCC,UCCC
University of Cincinnati-Blue Ash College,OH,UCBAC,UCBAC
Ohio Christian University,OH,OCU,OCU
Clark State College,OH,CSC,CSC
Cleveland Institute of Art,OH,CIA,CIA
Cleveland Institute of Music,OH,CIM,CIM
Cleveland State University,OH,CSU,CSU
Columbiana County Career and Technical Center,OH,CCCTC,CCCTC
Columbus College of Art & Design,OH,CCAD,CCAD
Columbus State Community College,OH,CSCC,CSCC
Cuyahoga Community College District,OH,CCCD,CCCD
Dayton Barber College,OH,DBC,DBC
University of Dayton,OH,UD,UD
Defiance College,OH,DC,DC
Denison University,OH,DU,DU
Edison State Community College,OH,ESCC,ESCC
EHOVE Career Center,OH,ECC,ECC
The University of Findlay,OH,UF,UF
Franklin University,OH,FU,FU
Gerbers Akron Beauty School,OH,GABS,GABS
Gods Bible School and College,OH,GBSC,GBSC
Good Samaritan College of Nursing and Health Science,OH,GSCNHS,GSCNHS
Great Oaks Career Campuses,OH,GOCC,GOCC
Adult and Community Education-Hudson,OH,ACEH,ACEH
Hebrew Union College-Jewish Institute of Religion,NY,HUCJIR,HUCJIR
Heidelberg University,OH,HU,HU
Hiram College,OH,HC,HC
Hobart Institute of Welding Technology,OH,HIWT,HIWT
Hocking College,OH,HC,HC
Ross Medical Education Center-Cincinnati,OH,RMECC,RMECC
John Carroll University,OH,JCU,JCU
Hondros College of Nursing,OH,HCN,HCN
Casal Aveda Institute,OH,CAI,CAI
Kent State University at Ashtabula,OH,KSUA,KSUA
Kent State University at East Liverpool,OH,KSUEL,KSUEL
Kent State University at Stark,OH,KSUS,KSUS
Kent State University at Trumbull,OH,KSUT,KSUT
Kent State University at Tuscarawas,OH,KSUT,KSUT
Kent State University at Salem,OH,KSUS,KSUS
Kent State University at Kent,OH,KSUK,KSUK
Kent State University at Geauga,OH,KSUG,KSUG
Kenyon College,OH,KC,KC
Kettering College,OH,KC,KC
Lake Erie College,OH,LEC,LEC
Lakeland Community College,OH,LCC,LCC
Collins Career Technical Center,OH,CCTC,CCTC
James A. Rhodes State College,OH,JRSC,JRSC
Ohio Business College-Sheffield,OH,OBCS,OBCS
Lorain County Community College,OH,LCCC,LCCC
Lourdes University,OH,LU,LU
Malone University,OH,MU,MU
Marietta College,OH,MC,MC
Marion Technical College,OH,MTC,MTC
Medina County Career Center,OH,MCCC,MCCC
Mercy College of Ohio,OH,MCO,MCO
Methodist Theological School in Ohio,OH,MTSO,MTSO
Miami University-Hamilton,OH,MUH,MUH
Miami University-Middletown,OH,MUM,MUM
Miami University-Oxford,OH,MUO,MUO
Moler Hollywood Beauty Academy,OH,MHBA,MHBA
Mount Carmel College of Nursing,OH,MCCN,MCCN
University of Mount Union,OH,UMU,UMU
Mount Vernon Nazarene University,OH,MVNU,MVNU
Mount St. Joseph University,OH,MSJU,MSJU
Zane State College,OH,ZSC,ZSC
Muskingum University,OH,MU,MU
National Beauty College,OH,NBC,NBC
North Central State College,OH,NCSC,NCSC
Northern Institute of Cosmetology,OH,NIC,NIC
Northwest State Community College,OH,NSCC,NSCC
Toledo Public Schools Adult and Continuing Education,OH,TPSACE,TPSACE
Northeast Ohio Medical University,OH,NOMU,NOMU
University of Northwestern Ohio,OH,UNO,UNO
Oberlin College,OH,OC,OC
Ohio Technical College,OH,OTC,OTC
Ohio Dominican University,OH,ODU,ODU
Ohio Northern University,OH,ONU,ONU
Ohio State University Agricultural Technical Institute,OH,OSUATI,OSUATI
Ohio State University-Lima Campus,OH,OSULC,OSULC
Ohio State University-Mansfield Campus,OH,OSUMC,OSUMC
Ohio State University-Marion Campus,OH,OSUMC,OSUMC
Ohio State University-Newark Campus,OH,OSUNC,OSUNC
Ohio State Beauty Academy,OH,OSBA,OSBA
Ohio State College of Barber Styling,OH,OSCBS,OSCBS
The Spa School,OH,SS,SS
Ohio State School of Cosmetology-Canal Winchester,OH,OSSCCW,OSSCCW
Ohio State University-Main Campus,OH,OSUMC,OSUMC
Ohio University-Eastern Campus,OH,OUEC,OUEC
Ohio University-Chillicothe Campus,OH,OUCC,OUCC
Ohio University-Southern Campus,OH,OUSC,OUSC
Ohio University-Lancaster Campus,OH,OULC,OULC
Ohio University-Main Campus,OH,OUMC,OUMC
Ohio University-Zanesville Campus,OH,OUZC,OUZC
East Ohio College,OH,EOC,EOC
Trinity Health System School of Nursing,OH,THSSN,THSSN
Ohio Wesleyan University,OH,OWU,OWU
Otterbein University,OH,OU,OU
Owens Community College,OH,OCC,OCC
Paramount Beauty Academy,OH,PBA,PBA
Cuyahoga Valley Career Center,OH,CVCC,CVCC
Payne Theological Seminary,OH,PTS,PTS
Pontifical College Josephinum,OH,PCJ,PCJ
Professional Skills Institute,OH,PSI,PSI
Firelands Regional Medical Center School of Nursing,OH,FRMCSN,FRMCSN
Rabbinical College Telshe,OH,RCT,RCT
Raphael's School of Beauty Culture Inc-Niles,OH,RSBCIN,RSBCIN
Fortis College-Centerville,OH,FCC,FCC
University of Rio Grande,OH,URG,URG
The Modern College of Design,OH,MCD,MCD
Shawnee State University,OH,SSU,SSU
Sinclair Community College,OH,SCC,SCC
Stark State College,OH,SSC,SSC
Stautzenberger College-Maumee,OH,SCM,SCM
Franciscan University of Steubenville,OH,FUS,FUS
Southern State Community College,OH,SSCC,SSCC
Terra State Community College,OH,TSCC,TSCC
Tiffin Academy of Hair Design,OH,TAHD,TAHD
Tiffin University,OH,TU,TU
University of Toledo,OH,UT,UT
Tri-State Bible College,OH,TSBC,TSBC
Tri-County Adult Career Center,OH,TCACC,TCACC
Tri-Rivers Career Center,OH,TRCC,TRCC
United Theological Seminary,OH,UTS,UTS
Upper Valley Career Center,OH,UVCC,UVCC
Ursuline College,OH,UC,UC
Walsh University,OH,WU,WU
Washington State College of Ohio,OH,WSCO,WSCO
Wilberforce University,OH,WU,WU
Wilmington College,OH,WC,WC
Winebrenner Theological Seminary,OH,WTS,WTS
Wittenberg University,OH,WU,WU
The College of Wooster,OH,CW,CW
Wright State University-Main Campus,OH,WSUMC,WSUMC
Wright State University-Lake Campus,OH,WSULC,WSULC
Xavier University,OH,XU,XU
Youngstown State University,OH,YSU,YSU
Oklahoma Wesleyan University,OK,OWU,OWU
Southern Nazarene University,OK,SNU,SNU
Pontotoc Technology Center,OK,PTC,PTC
Cameron University,OK,CU,CU
Carl Albert State College,OK,CASC,CASC
Central Oklahoma College,OK,COC,COC
University of Central Oklahoma,OK,UCO,UCO
Connors State College,OK,CSC,CSC
East Central University,OK,ECU,ECU
Eastern Oklahoma State College,OK,EOSC,EOSC
Redlands Community College,OK,RCC,RCC
Formations Institute,OK,FI,FI
Eves College of Hairstyling,OK,ECH,ECH
Randall University,OK,RU,RU
Langston University,OK,LU,LU
Murray State College,OK,MSC,MSC
Northeastern State University,OK,NSU,NSU
Northern Oklahoma College,OK,NOC,NOC
Northeastern Oklahoma A&M College,OK,NOC,NOC
Northwestern Oklahoma State University,OK,NOSU,NOSU
Oklahoma State University Center for Health Sciences,OK,OSUCHS,OSUCHS
Oklahoma Christian University,OK,OCU,OCU
University of Oklahoma-Health Sciences Center,OK,UOHSC,UOHSC
Oklahoma Panhandle State University,OK,OPSU,OPSU
Oklahoma State University-Main Campus,OK,OSUMC,OSUMC
Oklahoma State University-Oklahoma City,OK,OSUOC,OSUOC
Oklahoma Baptist University,OK,OBU,OBU
Oklahoma City Community College,OK,OCCC,OCCC
Oklahoma City University,OK,OCU,OCU
University of Oklahoma-Norman Campus,OK,UONC,UONC
Oklahoma State University Institute of Technology,OK,OSUIT,OSUIT
Oral Roberts University,OK,ORU,ORU
Rogers State University,OK,RSU,RSU
Rose State College,OK,RSC,RSC
Jenks Beauty College,OK,JBC,JBC
University of Science and Arts of Oklahoma,OK,USAO,USAO
Seminole State College,OK,SSC,SSC
Southern School of Beauty Inc,OK,SSBI,SSBI
Southeastern Oklahoma State University,OK,SOSU,SOSU
Southwestern Christian University,OK,SCU,SCU
Southwestern Oklahoma State University,OK,SOSU,SOSU
Tulsa Community College,OK,TCC,TCC
Tulsa Welding School-Tulsa,OK,TWST,TWST
University of Tulsa,OK,UT,UT
Western Oklahoma State College,OK,WOSC,WOSC
Formations Institute of Cosmetology & Barbering,OK,FICB,FICB
High Plains Technology Center,OK,HPTC,HPTC
Blue Mountain Community College,OR,BMCC,BMCC
Central Oregon Community College,OR,COCC,COCC
Chemeketa Community College,OR,CCC,CCC
Clackamas Community College,OR,CCC,CCC
Clatsop Community College,OR,CCC,CCC
College of Hair Design Careers,OR,CHDC,CHDC
Sumner College,OR,SC,SC
East West College of the Healing Arts,OR,EWCHA,EWCHA
Eastern Oregon University,OR,EOU,EOU
New Hope Christian College-Eugene,OR,NHCCE,NHCCE
George Fox University,OR,GFU,GFU
Phagans Grants Pass College of Beauty,OR,PGPCB,PGPCB
Lane Community College,OR,LCC,LCC
Lewis & Clark College,OR,LCC,LCC
Linfield University,OR,LU,LU
Linn-Benton Community College,OR,LBCC,LBCC
Northwest College-Beaverton,OR,NCB,NCB
Northwest College-Clackamas,OR,NCC,NCC
Mount Angel Seminary,OR,MAS,MAS
Mt Hood Community College,OR,MHCC,MHCC
National University of Natural Medicine,OR,NUNM,NUNM
Bushnell University,OR,BU,BU
Oregon Health & Science University,OR,OHSU,OHSU
Oregon Institute of Technology,OR,OIT,OIT
